,name,priceOld,priceNew,warranty,card,cpu,ram_size,ram_type,hard_driver,touch_screen,panel,screen_size,resolution,os,size,weight
152,Laptop MSI Modern 14 C13M-458VN - Cũ Đẹp,17.990.000đ,8.890.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i5-1335U (1.3 GHz - 4.6GHz, 12MB, 10 lõi / 12 luồng)",8GB,DDR4 3200MHz Onboard,512GB SSD M.2 NVMe / 1 x M.2 NVMe,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,319.9 x 223 x 19.35 mm,1.4 kg
153,Laptop LG Gram 2023 15Z90RT-G.AH55A5 - Cũ Đẹp,42.990.000đ,26.190.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i5-1340P 1.9 GHz (up to 4.6 GHz, 12MB Cache, 12 lõi/luồng)",16GB,LPDDR5 6000MHz,512GB SSD NVMe Gen 4 (1 khe cắm SSD M.2 trống),Không,Tấm nền OLED/AMOLED,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,35.6 x 22.76 x 10.99~12.55 cm (Dài x Rộng x Cao),990 g
154,Laptop Asus VivoBook 14 X1404VA-NK124W - Đã Kích Hoạt,13.290.000đ,8.890.000đ,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel UHD Graphics,"Intel Core i3-1315U (10MB Cache, 1.2 GHz up to 4.5 GHz, 6 lõi / 8 luồng)",8GB,DDR4 Onboard,256GB M.2 NVMe PCIe 4.0 SSD,Không,,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,32.49 x 21.39 x 1.79 ~ 1.79 cm (W x H x D),1.40 kg
155,Laptop Lenovo ThinkPad L14 Gen 3 - Cũ Đẹp,,13.490.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i5 -235U (10 Core, 12 Threads, 12 MB Cache, 3.30 GHz up to 4.40 GHz)",8GB,DDR4 3200 MHz,512GB SSD PCIe NVME 3.0,Không,,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Bản Quyền,18.73 x 325.4 x 217mm,
156,Laptop HP Pavilion 15-EG0541TU 4P5G8PA - Cũ Xước Cấn,16.990.000đ,7.290.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel® UHD Graphics,"Intel® Core™ i3-1125G4, 2.00GHz up to 3.70GHz, 4 nhân 8 luồng",4GB,"DDR4 3200MHz, 2 khe cắm tối đa 32GB",512GB SSD PCIe® NVMe™ M.2,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,360.2 x 234 x 17.9 mm,1.682 kg
157,Laptop Dell Vostro 3500 P90F006V3500A  - Cũ Đẹp,,9.890.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","NVIDIA GeForce MX330, 2 GB",Intel Core i5 Tiger Lake - 1135G7,4GB,"DDR4, 3200 MHz","256 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",Không,Tấm nền WVA,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,363.96 x 249 x 19.9 mm,1.98 kg
158,Laptop Lenovo Yoga 9 14ITL5 82BG006EVN - Cũ Xước Cấn,39.990.000đ,20.890.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i7 Tiger Lake - 1185G7,16GB,"LPDDR4,  4266 MHz",1 TB SSD M.2 PCIe,Có,Tấm nền IPS,14 inches,3840 x 2160 pixels,Windows 10 Home SL,319.4 x  216.4 x 15.7 mm,1.37 kg
159,Laptop HP 15S-FQ2556TU 46M24PA - Cũ Trầy Xước,,11.690.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i7 Tiger Lake - 1165G7,8GB,DDR4  3200 MHz,512 GB SSD NVMe PCIe,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,358.5 x 242 x 18 mm,1.592 kg
160,Laptop HP Pavilion 15-EG2058TU 6K788PA - Cũ Đẹp,16.800.000đ,10.690.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel® Core™ i5-1240P,8GB,8GB DDR4 3200MHz (2 x 4GB),256 GB PCIe® NVMe™ M.2 SSD,,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,36.02 x 23.4 x 1.79 cm,1.74 kg
161,Laptop Lenovo Yoga Slim Carbon 7 14ANC6 82L0005BVN - Đã Kích Hoạt,31.000.000đ,21.090.000đ,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",NVIDIA GeForce MX450 2GB GDDR6,"AMD Ryzen™ 7-5800U (1.9GHz upto 4.4GHz, 16MB)",16GB,16GB On Board LPDDR4x-4266Mhz,1 TB SSD M.2 2280 PCIe 3.0x4 NVMe,,Tấm nền OLED/AMOLED,14 inches,2880 x 1800 pixels,Windows 11 Home 64,313 x 214.5 x 14.9 mm,1.1 kg
162,Laptop HP Envy X360 13M-BD10033DX - Cũ Trầy Xước,27.990.000đ,14.590.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel® Iris® Xᵉ Graphics,"Intel® Core™ i7-1165G7 (up to 4.7 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 4 nhân)",8GB,8 GB DDR4-3200 MHz,512 GB PCIe® NVMe™ M.2 SSD,Có,Tấm nền VA,13.3 inches,1920 x 1080 pixels (FullHD),Windows 10,30.65 x 19.46 x 1.64 cm,1.32 kg
163,Laptop Lenovo Yoga Slim 7 14ITL05 82A3004FVN - Cũ Đẹp,27.990.000đ,13.290.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe,"1165G7, 4.70GHz, 4 nhân 8 luồng",8GB,,512GB M.2 PCIe NVMe SSD,Không,,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,321.6mm x 208mm x 15.4mm,1.5kg
164,Laptop Asus Vivobook 14 X1402ZA-EK084W - Đã Kích Hoạt,17.690.000đ,10.590.000đ,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i5-1240P 1.7 GHz (12M Cache, up to 4.4 GHz, 4P + 8E cores)",8GB,DDR4 Onboard,256GB M.2 NVMe PCIe 3.0 SSD,Không,,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,32.49 x 21.39 x 1.99 ~ 1.99 cm (W x H x D),1.50 kg
165,Laptop Lenovo ThinkBook 15 G2 ITL 20VE00UTVN - Cũ Đẹp,,12.290.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5 Tiger Lake - 1135G7,8GB,"DDR4, 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242)",Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,357 x  235 x 18.9 mm,1.7 kg
166,Laptop ASUS Vivobook X515EP-BQ400W - Cũ Trầy Xước,,9.090.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","NVIDIA GeForce MX330, 2 GB",Intel Core i5 Tiger Lake - 1135G7,8GB,DDR4 3200Mhz,"512GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1TB)",Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,360 x 235 x 19.9 mm,1.8 kg
167,Laptop Asus Zenbook 14 Flip OLED UP3404VA-KN039W - Đã Kích Hoạt,33.990.000đ,24.190.000đ,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i7 - 1360P 2.2 GHz (18MB Cache, up to 5.0 GHz, 12 lõi / 16 luồng)",16GB,LPDDR5 On board,512GB M.2 NVMe PCIe 4.0 SSD,Có,Tấm nền OLED/AMOLED,14 inches,2880 x 1800 pixels,Windows 11 Home,31.15 x 22.34 x 1.59 ~ 1.59 cm (W x H x D),1.50 kg
168,Laptop Asus Vivobook X515EP-BQ529W - Cũ Trầy Xước,,9.090.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel® Iris Xe Graphics	NVIDIA® GeForce® MX330,Intel Core i5 - 	1135G7,8GB,DDR4,512 GB,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,360 x 235 x 19.9 mm,1.8 kg
169,Laptop HP Pavilion 15-EG2056TU 6K786PA - Cũ Đẹp,18.990.000đ,11.290.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel® Core™ i5-1240P,8GB,8GB DDR4 3200MHz (2 x 4GB),512 GB PCIe® NVMe™ M.2 SSD,,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,36.02 x 23.4 x 1.79 cm,1.74 kg
170,Laptop HP Pavilion 15-EG2036TX 6K782PA - Cũ Trầy Xước,,11.390.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce MX550 2GB GDDR6,Intel Core i5-1235U,8GB,DDR4  3200 MHz,512 GB PCIe® NVMe™ M.2 SSD,Có,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,36.02 x 23.4 x 1.79 cm,1.74 kg
171,Laptop HP ZBook Firefly 14 G8 275W0AV - Cũ Đẹp,,19.490.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","NVIDIA Quadro T500, 4GB",Intel Core i7 Tiger Lake - 1165G7,16GB,DDR4  3200 MHz,1 TB SSD M.2 PCIe,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Pro,323 x 214.6 x 17.9 mm,1.35 kg
172,Laptop HP Pavilion X360 14-EK0134TU 7C0P8PA - Cũ Xước Cấn,20.300.000đ,11.490.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i5-1235U (1.30 GHz up to 4.40GHz, 12MB Cache)",8GB,DDR4 3200MHz,512GB PCIe NVMe M.2 SSD,Có,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,,1.51 kg
173,Laptop HP 15-EF2127 4J0V2UA -Cũ Đẹp,13.600.000đ,8.690.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon™ Graphics,"AMD Ryzen™ 5 5500U (tốc độ tối đa 4.0 GHz, 8 MB L3 cache, 6 nhân, 12 luồng)",8GB,"8 GB DDR4-3200 MHz RAM (2 x 4 GB), tối đa 16GB",256 GB PCIe® NVMe™ M.2 SSD,Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,35.85 x 24.2 x 1.79 cm,1.69 kg
174,Laptop Acer Swift 3 SF314-59-5178 - Cũ Đẹp,,11.390.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5 1135G7,8GB,"LPDDR4, 2666 MHz",SSD 512GB,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home,323.5 x 219 x 15.9mm,1.19kg
175,Laptop Lenovo Ideapad 3 15IAU7 82RK001GVN - Đã Kích Hoạt,15.190.000đ,9.090.000đ,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel UHD Graphics,Intel Core i3-1215U,8GB,8GB DDR4-3200,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,Không,Tấm nền TN,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11,"359,2 x 236,5 x 19,9 mm","1,63 kg"
176,Laptop Lenovo ideapad 3 14ITL6 82H700VLVN- Cũ Trầy Xước,18.190.000đ,8.790.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i5-1135G7,8GB,DDR4,"512GB SSD M.2 PCIe (Còn trống 1 khe 2.5"" SATA)",Không,Tấm nền TN,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,324.2 x 215.7 x 19.9 mm,1.41 kg
177,Laptop HP 240 G8 3D0E8PA - Cũ Đẹp,22.590.000đ,11.090.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i7-1165G7 2.80 GHz up to 4.70 GHz, 12MB",8GB,"8GB(1 x 8GB) DDR4 3200MHz, 2 khe cắm",512GB PCIe NVMe SSD,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,32.4 x 22.59 x 1.99 cm (W x D x H),1.42 kg
178,Laptop Huawei Matebook D15 - Đã Kích Hoạt,15.990.000đ,9.790.000đ,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Đồ họa Intel Iris Xe,Intel Core i5-1135G7 thế hệ thứ 11,8GB,8 GB LPDDR4X,SSD NVMe PCIe 256 GB,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,357.8 x 229.9 x 16.9 mm,Khoảng 1.56 kg
179,Laptop HP Pavilion 14-DV2034TU 6K770PA - Cũ Trầy Xước,18.500.000đ,9.990.000đ,Bộ sạc,Intel Iris Xe Graphics,Intel Core I5-1235U,8GB,DDR4 3200MHz,512GB SSD,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home 64,"32,5 x 21,66 x 1,7 cm","1,41kg"
180,Laptop HP Pavilion X360 14-DY0076TU 46L94PA - Cũ Trầy Xước,,10.790.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5-1135G7,8GB,(4GB x 2) DDR4,512GB SSD,Có,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home 64-bit,32.2 x 20.9 x 2.06 cm,1.532 kg
181,Laptop Lenovo Ideapad 5 5ITL05 82FG00P5VN - Cũ Trầy Xước,,10.490.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","NVIDIA GeForce MX450, 2 GB",Intel Core i5 Tiger Lake - 1135G7,8GB,DDR4 3200MHz,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,356.67 x 233.13 x 19.9 mm,1.66 kg
182,Laptop Lenovo ThinkBook 15 G2 ITL 20VE003YVN - Cũ Xước cấn,,10.790.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce MX450 2GB GDDR6,Intel® Core™ i5-1135G7,8GB,DDR4-3200Mhz,512GB SSD M.2 2242 PCIe 3.0x4 NVMe + Empty HDD Bay,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),‎Windows 10 Home,357 x 235 x 18.9 mm,1.7 kg
183,Laptop Lenovo IdeaPad 3 15ITL6 82H803CUVN - Cũ Đẹp,,11.190.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i7 Tiger Lake - 1165G7,8GB,DDR4  3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))",Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,359.2 x 236.5 x 19.9 mm,1.65 kg
184,Laptop Lenovo Ideapad 5 5ITL05 82FG00P5VN - Cũ Đẹp,,11.190.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","NVIDIA GeForce MX450, 2 GB",Intel Core i5 Tiger Lake - 1135G7,8GB,DDR4 3200MHz,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,356.67 x 233.13 x 19.9 mm,1.66 kg
185,Laptop HP 15S-FQ2558TU 46M26PA - Cũ Xước Cấn,19.990.000đ,10.890.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i7-1165G7, upto 4.70GHz, 4 cores 8 threads, 12MB Cache",8GB,"DDR4 3200MHz, 2 khe cắm hỗ trợ tối đa 16GB",512GB PCIe NVMe M.2 SSD,Không,,15.6 inches,1366 x 768 pixels (HD+),Windows 10 Home SL,35.85 x 24.2 x 1.79 cm,1.7 kg
186,Laptop HP Pavilion 15-EG2065TX 7C0Q3PA - Cũ Đẹp,16.990.000đ,11.190.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce® MX550 2GB GDDR6,"Intel Core i5-1235U (12MB Cache, up to 4.40GHz)",8GB,DDR4 3200MHz,SSD 256GB PCIe NVMe M.2,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,36.02 x 23.4 x 1.79 cm,1.75 kg
187,Laptop Lenovo Ideapad  3 15IAU7 82RK005LVN - Cũ Đẹp,,9.190.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i3 Alder Lake - 1215U,8GB,DDR4 3200 MHz,"256GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Không,Tấm nền TN,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,359.2 x 236.5 x 19.9 mm,1.63 kg
188,Laptop HP Pavilion 15-EG2038TX 6K784PA - Cũ Đẹp,18.000.000đ,10.890.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce MX550 2GB GDDR6,Intel Core i5-1235U,8GB,DDR4  3200 MHz,256 GB PCIe® NVMe™ M.2 SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,36.02 x 23.4 x 1.79 cm,1.74 kg
189,Laptop Dell Inspiron 3505 Y1N1T2 - Cũ Trầy Xước,18.690.000đ,8.790.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon™ Graphics,AMD Ryzen™ 5-3500U,8GB,"DDR4 3200Mhz, 2 Khe",512GB SSD,Không,,15.6 inches,1080 x 1920 pixels (FullHD),Windows 10,363.96 x 249 x 18.0 mm,1.83 kg
190,Laptop Lenovo Ideapad 5 15ALC05 82LN00APVN  - Cũ Đẹp,,12.490.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Integrated AMD Radeon Graphics,"Ryzen 7 5700U (8C / 16T, 1.8 / 4.3GHz, 4MB L2 / 8MB L3)",8GB,,512GB SSD M.2 2242 PCIe 3.0x4 NVMe,Không,,15.6 inches,,Windows 10 Home,,1.39kg
191,Laptop HP Pavilion 14-DV2033TU 6K769PA - Cũ Xước Cấn,,9.190.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5 Alder Lake - 1235U,8GB,DDR4 3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (Gen 3) / 1 TB (Gen 4))",Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,325 x 216.6 x 17 mm,1.41 kg
192,Laptop Acer Swift 3X SF314-510G-57MR NX.A10SV.004 - Cũ Trầy Xước,22.990.000đ,10.690.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","Intel Iris Xe Max Graphics, tối đa 4GB",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,"LPDDR4X 4266MHz Onboard, không hỗ trợ nâng cấp",512GB SSD M.2 PCIE Gen3x4,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,322.8 x 212.2 x 17.95 (mm),1.37 kg
193,Laptop HP 15-HP 15 T-DW300 1A3Y3AV - Cũ Đẹp,16.300.000đ,9.490.000đ,Có bộ sạc,Intel® Iris® Xe Graphics,Core i5 1135G7 2.4Ghz-8Mb,8GB,"8GB (2x4GB) DDR4-2666, 2 khe cắm tối đa 16GB",256 GB PCIe® NVMe™ M.2 SSD,Không,,15.6 inches,1366 x 768 pixels (HD+),Windows 10 Home SL,35.84 x 24.21 x 1.98 cm,1.75 kg
194,Laptop Lenovo Legion 5 Pro 16ITH6H 82JD0046VN - Cũ Trầy Xước,46.990.000đ,21.990.000đ,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce RTX 3060 6GB GDDR6,Intel Core i7-11800H 2.3GHz up to 4.6GHz 24MB,16GB,16GB (2x 8GB) DDR4 3200MHz,"512GB SSD M.2 2280 PCIe 4.0x4 NVMe,  trống 1 khe SSD",Không,Tấm nền IPS,16 inches,2560 x 1600 pixel (2K),Windows 10 Home SL,356 x 260.2-264.2 x 21.7-26.15 (mm),2.3 kg
